20360	2338495689533968120	0.033704 0.222881 -0.310835 -0.076588 -0.275561 -0.060980 
20554	2077271131962975068	0.380187 -0.014274 -0.169595 0.154114 0.320048 -0.144665 
20842	17990575841975405570	-0.060521 -0.053387 0.021229 -0.068986 0.003852 -0.049785 
21527	12372730202096439431	0.229489 -0.080412 -0.132101 -0.038563 0.155216 -0.035769 
21670	4149192731934371944	-0.086587 0.100390 0.104818 0.023301 -0.076821 0.197241 
24416	7954130415456018456	0.033411 -0.119805 -0.192033 -0.010890 -0.028587 0.028957 
24646	13939424285328320718	0.311782 -0.315603 -0.021373 -0.215117 -0.022505 0.106514 
24864	3058779982239275280	0.116092 -0.123908 -0.037664 0.076036 -0.145838 0.178088 
24895	15538253100134602721	0.258996 -0.099353 -0.127829 -0.009065 -0.301449 -0.041114 
25138	8600177202985276843	0.346118 -0.191002 -0.242703 -0.045546 0.014208 0.038539 
25570	939185844307676014	0.049485 0.055989 -0.371008 0.226165 -0.321950 -0.116168 
25845	9476018745131528226	0.596762 0.144375 0.030642 -0.223718 0.178195 0.307417 
26209	6028636415664480896	0.277633 -0.100910 0.185197 -0.086708 -0.024079 0.079862 
26990	310179660125017007	0.075863 -0.048916 -0.205483 0.003347 -0.277425 -0.255272 
28269	2751769860483285	0.461321 -0.129094 0.501770 0.148600 0.085042 -0.098777 
29548	13370275378766852594	0.442765 -0.042654 -0.116686 -0.047454 0.252275 0.059396 
29658	17635486296862205571	0.354795 -0.112180 -0.310537 0.123680 -0.247470 0.353591 
30170	15482568484174256091	0.054245 -0.279297 -0.265693 0.101119 -0.063658 0.177613 
30645	7258020959540075566	0.071780 0.055433 -0.285053 -0.088216 0.060213 0.044137 
30723	12178790979201120733	-0.104815 0.079965 0.273570 -0.144685 -0.017732 0.143168 
32039	18278274938037667601	0.528369 0.047248 -0.258178 -0.164613 0.000454 -0.077546 
32242	2074618759624719159	-0.043097 0.000993 -0.033535 0.004861 0.043740 0.131883 
33841	452356122159321934	0.196411 0.043102 0.028356 0.052053 0.107622 0.001376 
34468	14492721324996230118	0.433609 -0.068791 -0.247972 -0.157065 0.215393 -0.206633 
35520	3640176658297916322	0.205084 0.006111 -0.077716 -0.140204 0.149084 0.177009 
37044	5514687815944276973	-0.109063 0.121450 0.042593 0.099487 -0.052620 -0.107596 
37530	16549367912430549237	0.347816 -0.037397 -0.194892 0.234082 -0.047076 0.242967 
38448	732479135890989012	-0.049674 -0.073925 -0.184591 0.053742 0.066685 0.130057 
38648	5139546589594108060	0.381860 -0.050483 -0.320920 -0.045096 0.030860 -0.147305 
38984	10762223082255646871	0.115562 0.390626 0.063928 -0.061290 0.164631 -0.380139 
40253	8812926639522272040	0.226554 0.161180 -0.278162 0.148319 -0.108015 -0.022711 
40271	5041968968550068575	0.061189 0.486081 -0.175791 -0.079558 0.189188 0.088374 
40410	5988942750590722665	-0.008838 0.046431 -0.368256 -0.222708 0.055556 -0.006446 
40669	8020593531289485711	0.078312 -0.093082 -0.093416 0.051340 -0.074076 0.255262 
41076	8861597690974836818	0.242806 -0.125517 -0.395248 0.226110 -0.356301 0.235734 
41227	3375702697534047932	0.503866 -0.131620 -0.035305 -0.065371 0.516755 -0.235507 
42320	9224394247225148641	0.392359 0.209655 -0.102907 0.031050 -0.099416 0.074763 
42401	8286800155278050676	-0.108354 0.054063 0.207194 0.018804 0.017210 -0.139671 
42838	1086769971789585630	0.111153 -0.061449 -0.215114 -0.035066 0.046974 -0.083709 
43372	11059221854529689282	0.531529 0.124457 -0.229063 -0.082254 0.075635 -0.130067 
43424	7304323565956792885	0.347236 -0.206406 -0.023784 0.074826 -0.121667 0.062666 
43962	15178432676578462627	0.004862 0.114386 -0.181963 -0.143585 -0.083227 0.001584 
44100	5421915060714745665	0.479614 0.073026 -0.239061 -0.047703 0.204472 -0.205796 
44158	9053888648430580671	0.381186 -0.149684 -0.111710 -0.135912 -0.115734 0.256455 
45277	1497689291886193828	0.457196 -0.205759 0.184295 0.198236 0.064254 0.139916 
45692	11932116709220538001	0.155652 -0.092823 -0.146272 -0.018654 0.011432 -0.304491 
46026	14664167723173487891	0.021340 -0.236722 -0.107313 -0.266210 -0.060168 -0.358806 
46050	2720619809275455151	0.298609 0.037881 -0.096244 0.085693 0.137850 -0.245328 
46198	5255515137240982362	0.527272 0.239384 0.013887 -0.050862 0.000600 -0.114595 
46702	3168063110610652915	-0.089261 -0.078348 0.109512 0.034254 -0.097080 0.054201 
46718	659615570620570275	0.246177 -0.146930 0.109711 0.047387 0.243489 -0.254644 
46756	4560808989931833656	-0.108739 0.041465 0.095909 -0.003629 -0.099623 0.049060 
47139	17108251192991682546	0.005288 0.015560 -0.296083 0.035395 -0.102945 0.020130 
48168	7503392401187265418	-0.030476 -0.021700 -0.041660 -0.045614 0.008663 0.018436 
48555	8839297773656064981	-0.017605 0.007163 -0.247729 0.014263 -0.021922 0.140078 
48655	14653203485661207776	0.130438 0.140040 0.532397 0.484068 -0.067872 -0.000519 
49423	18330584716033626274	0.498050 -0.028905 -0.148971 -0.189415 0.184164 -0.035083 
50795	8790808949646425154	0.159390 0.140378 -0.203674 -0.039192 0.078088 -0.110724 
51170	16144768623826532964	-0.008132 0.173251 0.225631 -0.260411 0.355375 -0.251772 
54009	2420504053119682917	0.011460 -0.202892 -0.129021 0.068862 0.234837 -0.147511 
55160	273202117857660056	-0.127507 0.001190 0.162293 0.112403 -0.111455 -0.018232 
55959	10915552885084983059	0.366168 -0.183945 -0.157171 -0.057055 -0.081740 -0.144314 
56052	17824528652589443243	0.359052 0.001858 0.096551 -0.087253 -0.180655 -0.097291 
56348	3564266047352999177	0.121837 0.080150 0.045297 -0.042990 0.173914 0.038681 
56886	16019500271068540073	0.005353 -0.048466 -0.319233 -0.084028 0.135388 -0.067620 
57197	1890530150693231690	-0.110607 0.043386 0.152726 -0.010169 0.001980 0.013261 
59101	1434223888944301530	0.029114 0.108611 0.026516 0.104841 -0.188751 0.087462 
59366	6394042970105762770	0.358195 -0.111965 -0.223334 0.006355 -0.081748 0.000330 
59980	1661976091433135167	0.293639 -0.040780 -0.091690 -0.004371 -0.176409 -0.029704 
60128	12697447684474572677	0.174811 -0.102445 0.012452 0.180512 -0.159169 0.100559 
60173	2915887559793425220	-0.048160 -0.118425 -0.177211 -0.088843 0.147259 -0.310657 
61158	5794345363618482318	0.049203 -0.172162 -0.561699 0.184167 -0.350215 0.220564 
61579	5038033885219930539	-0.068942 -0.102916 -0.123112 -0.034592 -0.088200 -0.035772 
63679	3975418320536698201	0.535034 -0.176157 -0.332821 -0.073007 0.145984 -0.106704 
65444	7943140834163772197	0.306019 0.128558 -0.263137 -0.114627 0.101855 -0.100985 
66046	14450841534134399537	0.412554 -0.054942 -0.048815 -0.121587 0.095337 0.054859 
66442	15220728916780771268	-0.071748 0.022219 -0.078177 -0.128495 -0.071585 0.088172 
67607	15122068934517156228	0.372885 -0.063653 0.153329 -0.110684 -0.000546 -0.022770 
68172	17380450054085724529	0.029770 0.213986 0.071103 0.136921 0.127705 0.011811 
69254	17378577662253732552	0.328579 0.065330 -0.036849 -0.089506 0.174473 0.059180 
69559	10270997078340069083	0.032166 0.010482 -0.117438 -0.086725 0.094560 0.014067 
69558	13673286138234686202	0.295471 0.052155 -0.124687 -0.045484 0.160543 0.094634 
70161	10523676557133385219	0.474254 0.123829 -0.089698 0.042236 -0.053811 -0.068002 
70477	11852339164802114785	-0.020654 0.083842 -0.366619 -0.077893 -0.232048 -0.137340 
70802	6745143313690166409	0.373348 -0.284700 -0.097960 0.037868 -0.160988 0.104749 
70904	1361858837927649181	0.006457 -0.054292 -0.291810 -0.273219 0.181529 -0.035815 
71544	6719033944341207741	0.026608 -0.242158 -0.145781 -0.361833 0.018702 0.020968 
73068	3566359342942739841	-0.060990 -0.008942 -0.090882 0.079805 -0.326903 0.187193 
73781	14190047251051318527	-0.095089 -0.139734 -0.043122 0.038295 0.110452 0.012646 
73973	17566096527733452620	0.077814 -0.159693 -0.358940 0.019648 -0.234054 0.158731 
74144	3216427396305660428	0.166912 -0.131776 -0.522702 0.191589 -0.102014 0.012217 
74524	2876677189941404085	0.134558 0.080147 -0.192653 0.146523 -0.014932 0.127175 
74879	6502968647508429816	-0.037253 0.195203 -0.042257 0.198672 0.002151 0.090539 
75056	16222079551463834199	0.050424 0.095357 0.006214 -0.180088 0.055656 0.097852 
76873	8078108061117061170	0.450190 0.170124 -0.001094 -0.157166 -0.035185 -0.127807 
77834	11031515190131089556	0.145928 -0.045766 0.109731 -0.095263 0.082408 0.086166 
79181	10281431688956333800	-0.118250 0.095812 0.153075 -0.015917 0.220483 0.085241 
79266	5728096691408567349	0.467670 0.004227 -0.120231 0.081567 0.050751 0.033708 
79728	12418630953488277630	0.437560 -0.211318 0.077377 0.021233 0.126277 0.066254 
81014	9864696316262043006	-0.088666 0.088945 0.122458 -0.148143 -0.081506 -0.077402 
81443	10558812315233899000	0.164305 0.086510 -0.007353 -0.064311 -0.010577 -0.089526 
81464	7046892931944983025	0.507458 -0.140899 0.305103 -0.141844 0.538322 -0.417539 
81591	8754978885201743966	0.163470 0.124026 -0.012807 -0.131813 -0.020632 -0.020998 
81656	2024862937190563044	-0.064427 -0.123220 0.176782 0.040524 -0.111923 0.008318 
81760	115697817822574061	-0.149560 0.208426 0.210808 0.052939 0.063621 -0.031693 
82000	85381786542937624	-0.131124 -0.170065 0.148889 0.139736 0.040041 -0.027732 
82078	126232077115930617	0.127326 -0.440818 -0.363559 0.136635 0.000702 0.130191 
82155	400400145919754532	0.150428 -0.050059 0.149300 0.022831 0.014990 0.019905 
82186	4433258210417662416	0.121638 0.189661 -0.126780 -0.219217 0.211217 -0.129102 
82747	14751275942956911723	0.155840 0.050598 -0.064431 0.055499 0.071125 0.132675 
82814	8306479049677982161	0.272389 0.148164 -0.246069 -0.084970 0.114183 -0.029597 
82818	5454301227023126931	0.215027 0.042649 0.085348 -0.125871 0.166724 0.105632 
83254	15625264664665477723	-0.050630 0.059673 -0.238298 0.088521 0.015936 0.208255 
83424	4923125239251153330	-0.088073 -0.099384 0.097874 0.079051 -0.093884 0.013713 
83497	5936171984678339281	0.070522 -0.231326 -0.158173 -0.099503 -0.062227 0.016407 
83564	5895014949487250097	0.021164 -0.020559 0.052478 -0.125569 0.274618 -0.075105 
84422	5799138717712770102	0.408093 -0.227039 0.002329 -0.254358 -0.088940 -0.128123 
85221	4562504942259014391	-0.080755 0.014981 0.065364 -0.033292 -0.071990 -0.018958 
87660	8466582569800827281	-0.078122 0.176015 0.007559 0.051120 -0.029999 -0.034941 
88607	3525785424925507894	0.133044 -0.112253 0.054126 -0.029099 -0.077656 0.221591 
88751	9535093357958803020	-0.088112 0.097708 0.093059 0.032366 -0.058127 -0.038539 
88764	10841445617913681893	0.650166 0.063622 -0.174663 -0.000459 -0.025624 -0.177437 
88821	16935059948277346745	0.509914 0.092902 -0.322233 -0.134051 0.039853 -0.048977 
89591	2019714040636779215	-0.005077 -0.054544 -0.227830 0.037057 -0.008956 0.133424 
90275	6638984674001750465	-0.072805 0.001388 0.010411 0.020512 0.107897 -0.124038 
90495	1428241078352560334	0.021767 -0.059336 -0.100932 0.102752 -0.042380 -0.429167 
90801	8378034261206606708	-0.019730 0.067147 -0.106654 0.085662 -0.142695 -0.005525 
90963	3098089993453683516	-0.060506 -0.055809 0.163958 0.213283 0.188203 0.023508 
91435	7957906749731721005	0.026562 -0.263129 -0.066095 -0.078187 -0.660217 0.527240 
92204	17613923298556531142	-0.012711 -0.055228 -0.159718 0.309220 -0.076935 -0.020960 
92471	1582025239883485861	0.154292 0.068335 -0.291846 -0.076993 0.120467 -0.122993 
92987	8762516287426125080	0.095814 -0.098564 -0.122613 0.312536 0.083904 -0.297895 
94031	5871271124712267444	-0.089605 0.049304 0.107711 0.073761 -0.110580 -0.078503 
94224	16769639609854904944	0.268079 -0.105032 0.037148 -0.065666 0.128838 0.143480 
95492	6327506353624360069	0.014088 -0.203509 -0.091237 -0.100231 -0.002395 -0.024455 
95813	2585014374793914021	-0.084551 0.257801 0.806322 -0.285296 0.039607 0.674615 
98494	9075323307996448457	0.182193 0.035211 0.136173 -0.162899 -0.084319 0.274437 
100007	3508795325595793509	0.653987 -0.002677 -0.020222 -0.042028 -0.019846 -0.030300 
100170	6143910488641243459	0.186272 -0.066673 0.200709 0.188806 0.105215 0.048737 
100369	1628247453572086399	-0.075244 0.042913 -0.061351 -0.020588 0.107327 0.035648 
101773	2135641147989745602	0.014759 0.147579 -0.226418 -0.074922 -0.174185 0.087203 
101985	11861915110288945811	-0.069119 -0.092055 -0.079092 -0.155034 0.015359 -0.058215 
102093	13671728448605401691	-0.122852 0.097803 0.101768 0.055482 0.027499 -0.040454 
102248	13213359075978299258	-0.087048 -0.258085 0.006806 0.074104 0.051223 0.065614 
102384	7331528457429409209	0.273743 -0.099044 -0.064284 -0.114259 0.310932 -0.222102 
102537	12781233795691020514	0.010321 -0.194365 0.171903 -0.405333 0.470974 0.571207 
102644	15947954604366566595	-0.108364 0.154798 0.078987 0.070558 0.032531 0.014968 
103583	17808915997657427489	0.262436 0.011693 -0.169690 -0.073593 -0.088295 0.047677 
103869	17842034587222029904	0.346560 -0.165821 -0.243902 -0.043287 -0.150045 0.143044 
103996	10592943588495074349	0.347559 0.146495 -0.103996 -0.263428 0.060233 0.029989 
104246	8856487157438154515	0.291786 0.021799 -0.208172 -0.026763 -0.035879 -0.272701 
104439	17683767400063355702	0.130863 0.349298 -0.757089 0.024394 -0.656880 0.641867 
104694	3307056944046710322	0.442078 -0.191095 -0.076097 0.107678 -0.139663 -0.035671 
105034	3871765083281088414	0.163756 -0.187943 -0.072139 -0.038532 -0.029709 0.120723 
106320	11801930219660082769	0.281533 -0.277185 -0.111493 -0.143883 0.045497 0.182792 
106326	11516272939961129583	0.062686 0.110097 -0.194118 0.183190 -0.039866 0.195395 
106641	3402889566736670361	-0.014857 -0.203973 -0.181853 0.023154 -0.028285 0.082196 
106756	4553714343706077717	-0.145066 0.118961 0.260943 -0.000341 0.168412 0.111459 
107206	10103685757604864620	0.035399 0.032650 -0.191731 -0.045851 0.015417 -0.081707 
107512	12804030992913313185	0.154361 -0.049844 0.116960 -0.079215 0.238115 0.031092 
107899	5647870804111712745	0.193535 -0.137646 -0.058933 -0.029674 0.135088 -0.022236 
108195	7026707397498521477	-0.012110 0.126968 -0.179060 -0.240737 0.302861 -0.161072 
109069	2630819844181927608	0.277047 -0.251822 -0.177354 0.089756 -0.159863 -0.076071 
110066	16548170968529847331	0.319448 -0.185707 0.174788 -0.097023 0.022874 0.006804 
111095	7378770512025426264	0.558522 -0.025293 -0.213050 -0.173434 0.110876 -0.222563 
111251	911705692592059884	0.442114 -0.114322 0.085478 0.096044 -0.257693 0.243676 
111615	14791439530737273885	0.198179 -0.051297 -0.288073 -0.100057 -0.192121 -0.075116 
111719	11520266033736810636	0.298924 0.096111 -0.279177 -0.266576 0.046513 -0.172274 
112678	6724364215736337798	0.387974 -0.247623 -0.248483 -0.136735 -0.116506 -0.022798 
112809	7465128825770790836	0.432596 -0.007104 -0.022586 -0.133858 -0.075055 0.099707 
113296	3308496367590807930	0.238238 0.070205 -0.250676 -0.182265 -0.154276 -0.023559 
113510	6545721328766724536	-0.052605 0.087005 0.007021 -0.149484 0.111197 -0.012367 
113827	9551265516602873282	-0.084627 0.015356 0.173715 0.155413 -0.095235 -0.189468 
114382	4238307467358945505	0.142158 -0.262533 -0.526517 -0.135193 -0.164504 0.135703 
115641	14317607884864855866	0.253717 0.177479 -0.094804 -0.031778 -0.027059 -0.031724 
116089	1838647908489360894	0.399840 -0.082263 0.028079 -0.085977 0.053618 -0.016263 
116247	9789567595557044683	0.355538 0.038409 -0.127676 -0.168649 -0.121665 0.008831 
116605	245177629654043836	0.233605 0.069111 0.020834 -0.038395 -0.122321 0.045114 
117093	7061750952918886518	-0.091532 0.121953 0.129465 0.101942 -0.189149 -0.076142 
117181	14196650401419586543	0.034288 0.041570 -0.060704 -0.263695 -0.031326 0.051922 
117789	16933032399896312669	-0.076914 -0.051715 0.253625 0.036982 0.192706 0.083998 
117979	16540456985956076837	-0.027639 -0.005880 0.077192 0.098502 0.317973 -0.108052 
118480	8958169404522103116	0.311148 -0.202879 -0.401773 -0.686989 0.329840 0.573404 
119431	5639767749493631076	0.026693 0.003173 -0.082773 -0.316975 0.104104 0.133885 
119527	6760910423145465554	0.303991 -0.124163 0.017447 -0.081362 0.165295 -0.011558 
119733	18040027980744023659	0.332320 -0.065535 -0.047135 0.157310 0.023578 -0.009405 
120272	10962509054158795319	0.020505 -0.054410 -0.089908 -0.101555 0.030691 -0.059308 
120364	4573083087410760954	0.115461 0.081470 -0.242505 -0.114300 0.212075 -0.083611 
120475	10861889633356937609	0.172805 -0.012932 -0.148428 -0.186381 0.008560 -0.128782 
120750	5749217414802343273	-0.004234 -0.058062 -0.024734 -0.022804 -0.215656 -0.023739 
121502	10957376462727000392	0.212418 -0.208371 -0.158602 -0.149326 -0.161801 -0.123543 
122204	2223586313957416612	0.156554 0.122030 -0.083749 -0.069203 -0.032413 0.152155 
123187	14209115882741893807	0.548720 0.000609 -0.225010 -0.170720 -0.002953 -0.019845 
123632	949107977529985629	0.076593 -0.075062 -0.211910 -0.146675 0.103236 0.014622 
124374	4709142560920820195	-0.080699 -0.093579 0.065828 -0.043311 -0.122648 -0.174050 
124787	6103744349801364566	0.286029 -0.200591 -0.211856 -0.095562 -0.067836 0.197366 
124849	8409790456005948525	0.382552 0.063978 0.038473 -0.112821 -0.062878 -0.167570 
125179	414965183333771353	0.100328 0.147033 -0.076991 0.030264 -0.138423 0.040399 
125513	18021592124773393607	-0.064697 -0.153046 0.148098 0.032975 0.161137 -0.091560 
125666	869515188193249686	0.395648 0.029578 -0.068413 -0.140240 -0.104647 0.311748 
125695	7876703582975575762	-0.137115 0.010690 0.074056 0.050066 -0.013110 -0.014028 
125894	5864141729029977619	0.090715 -0.053729 -0.202989 -0.069996 0.030719 -0.083559 
126178	6929514474209245265	0.412030 0.108080 -0.167210 -0.049340 -0.112455 0.102329 
126391	13891473346799435999	-0.110973 -0.013500 0.119126 -0.078384 -0.142790 0.048123 
126432	10652288327016081963	0.140344 0.117301 0.126403 0.190796 -0.201763 -0.189907 
127068	9657517789397095711	-0.151604 0.097330 0.249478 0.052267 -0.008933 -0.004267 
128753	10847946770022551789	-0.001394 0.068602 -0.216923 -0.043695 0.120088 0.015936 
129612	16599574300673733292	0.019118 0.000076 -0.295808 -0.149156 0.128161 -0.263767 
129635	2797492398573439712	-0.094631 -0.122145 0.120843 0.130841 -0.067210 -0.019165 
130100	18137274788710020967	0.032812 0.007992 0.166582 0.020074 0.181401 -0.242103 
130215	4178354898355454723	0.099990 -0.198174 -0.739366 -0.296748 0.067289 -0.018736 
130234	511346285326456326	0.362683 -0.013513 0.011895 -0.008233 -0.086242 0.040499 
130765	16806217444279079797	0.331535 -0.028712 -0.175038 0.086106 -0.006787 0.111656 
130971	12521287204951389124	-0.089906 -0.051548 0.026894 -0.067108 -0.138043 -0.032471 
130977	11645192540467885899	0.032793 0.023161 0.205362 0.115937 0.050265 0.023948 
130980	4639238172400688429	0.137567 0.009499 -0.087270 -0.152677 0.023015 -0.009901 
131115	326718227680509012	0.505857 0.074867 -0.117107 -0.039136 -0.011202 0.032211 
132431	16036562634699396495	0.307465 0.025066 -0.293770 0.079077 -0.166228 -0.047128 
133683	12556756848826418656	-0.124901 0.083948 0.098937 0.095901 -0.056911 -0.098547 
135928	13870851779035216075	0.220470 0.047132 0.054135 0.139913 0.037729 -0.125902 
137595	16766543972128301971	-0.013261 0.109971 0.107286 -0.116374 0.201693 0.217577 
137649	11245865280214355794	-0.089269 0.066029 0.063391 0.119389 0.013670 0.156040 
137653	17925813480544752087	-0.200581 0.120130 0.082296 -0.054690 0.069464 0.058814 
138003	5653234233762007430	-0.107148 0.131862 0.091979 0.109387 0.159512 0.184332 
138240	10097807722555671199	0.002047 0.005768 -0.085585 -0.371070 0.137691 0.254538 
138629	18125782081509894977	0.081906 0.018796 -0.241826 0.211725 0.031142 -0.053871 
138690	1089155672628488338	-0.061910 0.176580 -0.150138 -0.147360 0.189726 -0.020024 
138862	4589308312540045814	0.182543 -0.123880 -0.001809 0.073937 -0.123774 0.044996 
139013	1411425804257360719	0.000616 -0.126565 -0.119054 -0.115931 -0.004133 0.160929 
139617	9566970118094099907	0.254267 0.043854 -0.209696 -0.041028 0.060047 0.108802 
139693	17874496733347371454	-0.094414 0.131991 0.176399 0.024340 -0.010451 -0.129076 
140134	1187410896167150733	0.558677 -0.214228 0.139492 -0.000873 0.267235 -0.070619 
140582	7457348494659942359	0.609800 0.073739 -0.029765 -0.159313 0.133525 -0.029353 
141440	14614428557277055447	0.110059 -0.148136 0.082298 0.034571 0.051116 -0.286757 
141448	15618651153812861169	-0.079655 -0.024265 0.016272 0.055730 0.128396 0.236971 
142038	9111191877007400555	0.261933 -0.205753 -0.207526 -0.077953 -0.020239 -0.129182 
142389	17715066767779996520	0.327802 0.119429 0.009841 -0.039987 0.113098 -0.120934 
142918	567267524742051976	-0.083926 0.236696 0.075498 0.012582 0.093237 0.240355 
143184	4625403903019750151	0.063728 0.021879 -0.286057 0.146677 -0.073722 -0.099527 
143700	11895252511190572150	-0.068672 0.103539 0.015925 0.053203 0.138274 0.025530 
143957	2585314029159502652	0.032487 -0.046388 -0.172208 0.057788 -0.133137 0.034841 
144047	16074865450564408922	0.415664 0.162346 0.455358 -0.037867 0.010668 0.204050 
144267	9290549769714571841	0.017982 0.091076 -0.000635 -0.033014 -0.168812 -0.129869 
144302	16317496452441003839	-0.049863 -0.067357 0.028732 -0.007240 -0.060985 -0.127845 
144810	150068550006412071	0.131714 0.182910 -0.894630 0.059943 -0.536526 0.413780 
145525	15782906187546762747	-0.110398 -0.054581 0.134399 0.170733 0.118650 0.087909 
145690	3983937511164211989	0.615626 0.073559 -0.153186 -0.095352 0.086443 -0.024374 
145992	9498729915652013760	0.348000 -0.256924 -0.010377 -0.020756 -0.240892 0.051288 
147070	13879082400691935638	0.257942 0.119433 -0.079271 0.138475 0.048293 -0.075681 
147471	2983306428928005483	0.377154 -0.152829 -0.156016 -0.025349 -0.359968 0.203292 
147734	4683131600714568310	-0.102080 0.058602 -0.185331 -0.083746 0.257360 -0.159452 
149297	6051844487594786638	0.073534 -0.177235 -0.288040 0.037861 0.051634 -0.091299 
150695	15922273388747623406	-0.017119 0.078347 -0.212457 -0.088767 0.010890 0.058726 
150998	12188091165574594944	0.022371 0.078333 -0.113282 -0.503416 0.586741 0.365351 
151703	7345084047639227281	-0.046418 0.129100 0.130492 -0.121442 0.200524 -0.097997 
151706	2633688675305581951	0.141855 0.215658 -0.109044 0.121099 -0.144504 0.193425 
152005	15952547682558444637	-0.018185 0.087187 -0.114164 -0.274987 0.106347 0.033773 
152345	12849889974489819584	0.223816 -0.136589 -0.211162 -0.302122 -0.100239 -0.123102 
152877	5956104744092696728	-0.105314 -0.004021 0.142402 0.047777 -0.186842 0.026060 
154965	6321607622151143926	0.258950 -0.038963 -0.091406 -0.142755 0.113154 0.265620 
155932	16914206488148915251	-0.072079 -0.023224 -0.001025 -0.040879 -0.108921 -0.146199 
156077	8070602693544176590	0.029037 0.150441 -0.084335 0.027869 -0.008684 -0.064636 
156476	5335203763605475506	0.095664 -0.057244 -0.051439 0.159185 -0.048638 0.195483 
156551	2630791618797506702	0.283387 0.202961 -0.166908 0.196872 -0.257621 -0.017316 
156738	3403649188594865317	-0.066356 -0.128095 -0.054645 0.156091 0.095512 -0.108978 
158095	9114023780220005848	0.002907 -0.179962 -0.114783 0.096562 -0.102695 0.114249 
158416	6599556666966163202	-0.094028 0.022288 0.229367 0.008640 -0.226634 0.075792 
159511	1179035495894526366	0.216989 -0.139054 -0.438297 -0.171025 0.168769 -0.094578 
160705	16410481168467611244	0.312297 -0.150806 0.002071 -0.219500 -0.091904 -0.240929 
161108	11568114198227994566	0.412274 -0.169297 -0.188037 0.039616 -0.144286 0.139646 
161958	2377420764891329328	0.299274 -0.089689 -0.076352 -0.007909 -0.222270 0.023494 
162036	15311416910017424506	0.094521 0.228537 -0.029541 0.071101 -0.122373 0.054623 
162263	10760001690826526032	0.293695 0.073191 0.122146 0.069063 -0.121940 -0.104154 
162962	11572221246210487675	-0.117164 0.166093 0.133913 0.018240 0.007782 -0.104409 
163340	2448283071275364983	-0.140504 0.026517 0.122403 0.022579 -0.019160 -0.015385 
